time,linear,angular
2024/05/01 11:07:00.588749503,"{'x': 0.0, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': 0.26315789473684204}"
2024/05/01 11:07:00.638797913,"{'x': 0.0, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': 0.26315789473684204}"
2024/05/01 11:07:00.688751771,"{'x': 0.0, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': 0.26315789473684204}"
2024/05/01 11:07:00.738751880,"{'x': 0.0, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': 0.1578947368421052}"
2024/05/01 11:07:00.788743118,"{'x': 0.0, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': 0.1578947368421052}"
2024/05/01 11:07:00.838797198,"{'x': 0.0, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': 0.1578947368421052}"
2024/05/01 11:07:00.888736956,"{'x': 0.0, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': 0.1578947368421052}"
2024/05/01 11:07:00.938771836,"{'x': 0.0, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': 0.1578947368421052}"
2024/05/01 11:07:00.988764564,"{'x': 0.0, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': 0.1578947368421052}"
2024/05/01 11:07:01.38795173,"{'x': 0.0, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': 0.1578947368421052}"
2024/05/01 11:07:01.88741480,"{'x': 0.0, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': 0.1578947368421052}"
2024/05/01 11:07:01.138780749,"{'x': 0.0, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': 0.1578947368421052}"
2024/05/01 11:07:01.188749487,"{'x': 0.0, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': 0.1578947368421052}"
2024/05/01 11:07:01.238804965,"{'x': 0.0, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': 0.1578947368421052}"
2024/05/01 11:07:01.288778533,"{'x': 0.0, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': 0.1578947368421052}"
2024/05/01 11:07:01.338779511,"{'x': 0.0, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': 0.1578947368421052}"
2024/05/01 11:07:01.388765228,"{'x': 0.0, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': 0.1578947368421052}"
2024/05/01 11:07:01.438778207,"{'x': 0.0, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': 0.0}"
2024/05/01 11:07:01.488771615,"{'x': 0.0, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': 0.0}"
2024/05/01 11:07:01.538841064,"{'x': 0.0, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': 0.0}"
2024/05/01 11:07:01.588758431,"{'x': 0.0, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': 0.0}"
2024/05/01 11:07:01.638794289,"{'x': 0.0, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': 0.0}"
2024/05/01 11:07:01.688787927,"{'x': 0.0, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': 0.0}"
2024/05/01 11:07:01.738781946,"{'x': 0.0, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': 0.0}"
2024/05/01 11:07:01.788767543,"{'x': 0.0, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': 0.0}"
2024/05/01 11:07:01.838857203,"{'x': 0.125, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': 0.05263157894736836}"
2024/05/01 11:07:01.888727208,"{'x': 0.25, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': 0.05263157894736836}"
2024/05/01 11:07:01.938934890,"{'x': 0.26, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': 0.05263157894736836}"
2024/05/01 11:07:01.988759225,"{'x': 0.26, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': 0.05263157894736836}"
2024/05/01 11:07:02.38820784,"{'x': 0.26, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': 0.05263157894736836}"
2024/05/01 11:07:02.88749019,"{'x': 0.24631578947368427, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': 0.05263157894736836}"
2024/05/01 11:07:02.138775548,"{'x': 0.24631578947368427, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': 0.05263157894736836}"
2024/05/01 11:07:02.188755994,"{'x': 0.23263157894736847, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': 0.05263157894736836}"
2024/05/01 11:07:02.238806272,"{'x': 0.21894736842105267, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': 0.05263157894736836}"
2024/05/01 11:07:02.288775319,"{'x': 0.21894736842105267, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': 0.0}"
2024/05/01 11:07:02.338748186,"{'x': 0.26, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': 0.1578947368421052}"
2024/05/01 11:07:02.388767914,"{'x': 0.26, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': 0.1578947368421052}"
2024/05/01 11:07:02.438810461,"{'x': 0.26, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': 0.0}"
2024/05/01 11:07:02.488761598,"{'x': 0.26, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': 0.0}"
2024/05/01 11:07:02.538804586,"{'x': 0.24631578947368427, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': 0.0}"
2024/05/01 11:07:02.588755732,"{'x': 0.24631578947368427, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': 0.0}"
2024/05/01 11:07:02.638827581,"{'x': 0.26, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': 0.0}"
2024/05/01 11:07:02.688735257,"{'x': 0.26, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': 0.0}"
2024/05/01 11:07:02.738810295,"{'x': 0.24631578947368427, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': 0.0}"
2024/05/01 11:07:02.788772632,"{'x': 0.26, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': 0.1578947368421052}"
2024/05/01 11:07:02.838839781,"{'x': 0.26, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': 0.0}"
2024/05/01 11:07:02.888752576,"{'x': 0.26, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': 0.0}"
2024/05/01 11:07:02.938797924,"{'x': 0.26, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': 0.1578947368421052}"
2024/05/01 11:07:02.988744140,"{'x': 0.26, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': 0.1578947368421052}"
2024/05/01 11:07:03.38818198,"{'x': 0.24631578947368427, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': 0.1578947368421052}"
2024/05/01 11:07:03.88764403,"{'x': 0.24631578947368427, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': 0.05263157894736836}"
2024/05/01 11:07:03.138841211,"{'x': 0.24631578947368427, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': 0.0}"
2024/05/01 11:07:03.188783856,"{'x': 0.26, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': 0.05263157894736836}"
2024/05/01 11:07:03.238802364,"{'x': 0.26, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': 0.05263157894736836}"
2024/05/01 11:07:03.288768569,"{'x': 0.24631578947368427, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': 0.05263157894736836}"
2024/05/01 11:07:03.338854757,"{'x': 0.24631578947368427, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': 0.05263157894736836}"
2024/05/01 11:07:03.388774873,"{'x': 0.26, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': 0.05263157894736836}"
2024/05/01 11:07:03.438843310,"{'x': 0.26, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': 0.05263157894736836}"
2024/05/01 11:07:03.488794216,"{'x': 0.24631578947368427, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': 0.05263157894736836}"
2024/05/01 11:07:03.538827133,"{'x': 0.24631578947368427, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': 0.05263157894736836}"
2024/05/01 11:07:03.588797479,"{'x': 0.26, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': 0.1578947368421052}"
2024/05/01 11:07:03.638857327,"{'x': 0.26, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': 0.1578947368421052}"
2024/05/01 11:07:03.688762381,"{'x': 0.24631578947368427, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': 0.1578947368421052}"
2024/05/01 11:07:03.738819938,"{'x': 0.24631578947368427, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': 0.1578947368421052}"
2024/05/01 11:07:03.788801345,"{'x': 0.26, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': 0.26315789473684204}"
2024/05/01 11:07:03.838828382,"{'x': 0.26, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': 0.26315789473684204}"
2024/05/01 11:07:03.888781648,"{'x': 0.24631578947368427, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': 0.26315789473684204}"
2024/05/01 11:07:03.938808955,"{'x': 0.24631578947368427, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': 0.26315789473684204}"
2024/05/01 11:07:03.988797261,"{'x': 0.26, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': 0.26315789473684204}"
2024/05/01 11:07:04.38804017,"{'x': 0.26, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': 0.26315789473684204}"
2024/05/01 11:07:04.88758662,"{'x': 0.24631578947368427, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': 0.26315789473684204}"
2024/05/01 11:07:04.138830009,"{'x': 0.24631578947368427, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': 0.26315789473684204}"
2024/05/01 11:07:04.188781894,"{'x': 0.26, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': 0.26315789473684204}"
2024/05/01 11:07:04.238858931,"{'x': 0.26, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': 0.36842105263157887}"
2024/05/01 11:07:04.288764095,"{'x': 0.26, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': 0.36842105263157887}"
2024/05/01 11:07:04.338922203,"{'x': 0.24631578947368427, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': 0.26315789473684204}"
2024/05/01 11:07:04.388779487,"{'x': 0.26, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': 0.26315789473684204}"
2024/05/01 11:07:04.438849684,"{'x': 0.26, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': 0.26315789473684204}"
2024/05/01 11:07:04.488797139,"{'x': 0.26, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': 0.26315789473684204}"
2024/05/01 11:07:04.538816055,"{'x': 0.24631578947368427, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': 0.26315789473684204}"
2024/05/01 11:07:04.588783000,"{'x': 0.26, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': 0.26315789473684204}"
2024/05/01 11:07:04.638851657,"{'x': 0.26, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': 0.26315789473684204}"
2024/05/01 11:07:04.688792542,"{'x': 0.26, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': 0.26315789473684204}"
2024/05/01 11:07:04.738812268,"{'x': 0.26, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': 0.26315789473684204}"
2024/05/01 11:07:04.788791723,"{'x': 0.26, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': 0.26315789473684204}"
2024/05/01 11:07:04.838847950,"{'x': 0.26, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': 0.26315789473684204}"
2024/05/01 11:07:04.888772955,"{'x': 0.24631578947368427, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': 0.26315789473684204}"
2024/05/01 11:07:04.938829211,"{'x': 0.24631578947368427, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': 0.26315789473684204}"
2024/05/01 11:07:04.988880208,"{'x': 0.26, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': 0.36842105263157887}"
2024/05/01 11:07:05.38851803,"{'x': 0.26, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': 0.36842105263157887}"
2024/05/01 11:07:05.88767816,"{'x': 0.26, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': 0.26315789473684204}"
2024/05/01 11:07:05.138870573,"{'x': 0.26, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': 0.26315789473684204}"
2024/05/01 11:07:05.188841957,"{'x': 0.24631578947368427, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': 0.26315789473684204}"
2024/05/01 11:07:05.238938324,"{'x': 0.24631578947368427, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': 0.26315789473684204}"
2024/05/01 11:07:05.288811737,"{'x': 0.23263157894736847, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': 0.26315789473684204}"
2024/05/01 11:07:05.338837412,"{'x': 0.23263157894736847, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': 0.26315789473684204}"
2024/05/01 11:07:05.388816427,"{'x': 0.26, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': 0.26315789473684204}"
2024/05/01 11:07:05.438874103,"{'x': 0.24631578947368427, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': 0.26315789473684204}"
2024/05/01 11:07:05.488867857,"{'x': 0.23263157894736847, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': 0.26315789473684204}"
2024/05/01 11:07:05.538848092,"{'x': 0.23263157894736847, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': 0.26315789473684204}"
2024/05/01 11:07:05.588847537,"{'x': 0.21894736842105267, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': 0.26315789473684204}"
2024/05/01 11:07:05.638854552,"{'x': 0.21894736842105267, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': 0.26315789473684204}"
2024/05/01 11:07:05.688780626,"{'x': 0.21894736842105267, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': 0.26315789473684204}"
2024/05/01 11:07:05.738813771,"{'x': 0.20526315789473687, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': 0.26315789473684204}"
2024/05/01 11:07:05.788830637,"{'x': 0.20526315789473687, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': 0.26315789473684204}"
2024/05/01 11:07:05.838902463,"{'x': 0.19157894736842107, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': 0.26315789473684204}"
2024/05/01 11:07:05.888802106,"{'x': 0.19157894736842107, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': 0.26315789473684204}"
2024/05/01 11:07:05.938919423,"{'x': 0.17789473684210527, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': 0.26315789473684204}"
2024/05/01 11:07:05.988807466,"{'x': 0.17789473684210527, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': 0.26315789473684204}"
2024/05/01 11:07:06.38852271,"{'x': 0.17789473684210527, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': 0.1578947368421052}"
2024/05/01 11:07:06.88781325,"{'x': 0.16421052631578947, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': 0.1578947368421052}"
2024/05/01 11:07:06.138909121,"{'x': 0.15052631578947367, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': 0.1578947368421052}"
2024/05/01 11:07:06.188818654,"{'x': 0.15052631578947367, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': 0.1578947368421052}"
2024/05/01 11:07:06.238855458,"{'x': 0.15052631578947367, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': 0.1578947368421052}"
2024/05/01 11:07:06.288873273,"{'x': 0.15052631578947367, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': 0.1578947368421052}"
2024/05/01 11:07:06.338852567,"{'x': 0.13684210526315788, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': 0.1578947368421052}"
2024/05/01 11:07:06.388807410,"{'x': 0.13684210526315788, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': 0.1578947368421052}"
2024/05/01 11:07:06.438867065,"{'x': 0.13684210526315788, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': 0.1578947368421052}"
2024/05/01 11:07:06.488811039,"{'x': 0.13684210526315788, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': 0.1578947368421052}"
2024/05/01 11:07:06.538844444,"{'x': 0.12315789473684209, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': 0.1578947368421052}"
2024/05/01 11:07:06.588834507,"{'x': 0.0, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': 0.31789473684210523}"
2024/05/01 11:07:06.638863462,"{'x': 0.0, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': 0.47789473684210526}"
2024/05/01 11:07:06.688803846,"{'x': 0.0, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': 0.6378947368421053}"
2024/05/01 11:07:06.738849711,"{'x': 0.0, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': 0.6842105263157894}"
2024/05/01 11:07:06.788852865,"{'x': 0.0, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': 0.5789473684210525}"
2024/05/01 11:07:06.838896810,"{'x': 0.0, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': 0.5789473684210525}"
2024/05/01 11:07:06.888824593,"{'x': 0.0, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': 0.5789473684210525}"
2024/05/01 11:07:06.938854897,"{'x': 0.0, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': 0.5789473684210525}"
2024/05/01 11:07:06.988829601,"{'x': 0.0, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': 0.5789473684210525}"
2024/05/01 11:07:07.39048338,"{'x': 0.0, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': 0.5789473684210525}"
2024/05/01 11:07:07.88828159,"{'x': 0.0, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': 0.4736842105263157}"
2024/05/01 11:07:07.138903103,"{'x': 0.0, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': 0.4736842105263157}"
2024/05/01 11:07:07.188839176,"{'x': 0.0, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': 0.4736842105263157}"
2024/05/01 11:07:07.238865980,"{'x': 0.0, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': 0.4736842105263157}"
2024/05/01 11:07:07.288827212,"{'x': 0.0, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': 0.4736842105263157}"
2024/05/01 11:07:07.338863376,"{'x': 0.0, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': 0.4736842105263157}"
2024/05/01 11:07:07.388813289,"{'x': 0.0, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': 0.36842105263157887}"
2024/05/01 11:07:07.438922154,"{'x': 0.0, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': 0.36842105263157887}"
2024/05/01 11:07:07.488928118,"{'x': 0.0, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': 0.36842105263157887}"
2024/05/01 11:07:07.538893831,"{'x': 0.0, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': 0.36842105263157887}"
2024/05/01 11:07:07.588849604,"{'x': 0.0, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': 0.36842105263157887}"
2024/05/01 11:07:07.638911699,"{'x': 0.0, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': 0.36842105263157887}"
2024/05/01 11:07:07.688858391,"{'x': 0.0, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': 0.36842105263157887}"
2024/05/01 11:07:07.738870114,"{'x': 0.0, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': 0.36842105263157887}"
2024/05/01 11:07:07.788846818,"{'x': 0.0, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': 0.36842105263157887}"
2024/05/01 11:07:07.838937773,"{'x': 0.0, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': 0.36842105263157887}"
2024/05/01 11:07:07.888907706,"{'x': 0.0, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': 0.36842105263157887}"
2024/05/01 11:07:07.938890169,"{'x': 0.0, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': 0.26315789473684204}"
2024/05/01 11:07:07.988862962,"{'x': 0.0, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': 0.26315789473684204}"
2024/05/01 11:07:08.38869875,"{'x': 0.0, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': 0.26315789473684204}"
2024/05/01 11:07:08.88824747,"{'x': 0.0, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': 0.26315789473684204}"
2024/05/01 11:07:08.138904191,"{'x': 0.0, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': 0.26315789473684204}"
2024/05/01 11:07:08.188872253,"{'x': 0.0, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': 0.26315789473684204}"
2024/05/01 11:07:08.238910467,"{'x': 0.0, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': 0.26315789473684204}"
2024/05/01 11:07:08.288824618,"{'x': 0.0, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': 0.26315789473684204}"
2024/05/01 11:07:08.338863961,"{'x': 0.0, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': 0.26315789473684204}"
2024/05/01 11:07:08.388881104,"{'x': 0.0, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': 0.26315789473684204}"
2024/05/01 11:07:08.438931728,"{'x': 0.0, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': 0.26315789473684204}"
2024/05/01 11:07:08.488863909,"{'x': 0.0, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': 0.26315789473684204}"
2024/05/01 11:07:08.538833242,"{'x': 0.0, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': 0.26315789473684204}"
2024/05/01 11:07:08.588845944,"{'x': 0.0, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': 0.26315789473684204}"
2024/05/01 11:07:08.638933959,"{'x': 0.0, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': 0.1578947368421052}"
2024/05/01 11:07:08.688924841,"{'x': 0.0, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': 0.1578947368421052}"
2024/05/01 11:07:08.738844092,"{'x': 0.0, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': 0.1578947368421052}"
2024/05/01 11:07:08.788841795,"{'x': 0.0, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': 0.1578947368421052}"
2024/05/01 11:07:08.838909279,"{'x': 0.0, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': 0.1578947368421052}"
2024/05/01 11:07:08.888845451,"{'x': 0.0, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': 0.1578947368421052}"
2024/05/01 11:07:08.938831823,"{'x': 0.0, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': 0.1578947368421052}"
2024/05/01 11:07:08.988857767,"{'x': 0.0, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': 0.1578947368421052}"
2024/05/01 11:07:09.38927150,"{'x': 0.0, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': 0.1578947368421052}"
2024/05/01 11:07:09.88832840,"{'x': 0.0, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': 0.1578947368421052}"
2024/05/01 11:07:09.138900153,"{'x': 0.0, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': 0.1578947368421052}"
